# x_m,y_m,w_tr_right_m,w_tr_left_m
-166.7509675,1387.599840,4.540,4.664
-165.648507,1383.119311,4.581,4.751
-164.5562735,1378.629984,4.622,4.838
-163.475692,1374.130034,4.702,4.876
-162.4081865,1369.617638,4.818,4.867
-161.3551825,1365.090971,4.934,4.859
-160.317625,1360.548773,4.928,4.925
-159.294726,1355.991821,4.822,5.051
-158.285306,1351.421354,4.717,5.177
-157.288185,1346.838610,4.761,5.198
-156.3021835,1342.244826,4.813,5.214
-155.326121,1337.641242,4.865,5.230
-154.358818,1333.029095,4.917,5.246
-153.399094,1328.409625,4.968,5.261
-152.44577,1323.784068,5.020,5.277
-151.497666,1319.153664,5.072,5.293
-150.5536015,1314.519650,5.124,5.309
-149.6123975,1309.883266,5.175,5.325
-148.672873,1305.245748,5.227,5.340
-147.733866,1300.608318,5.279,5.356
-146.7947505,1295.971616,5.331,5.372
-145.8555325,1291.335601,5.368,5.388
-144.9162545,1286.700195,5.377,5.406
-143.976959,1282.065316,5.386,5.423
-143.037689,1277.430885,5.394,5.441
-142.0984865,1272.796823,5.403,5.458
-141.159394,1268.163050,5.412,5.476
-140.220454,1263.529486,5.420,5.493
-139.2817095,1258.896051,5.429,5.511
-138.3432025,1254.262666,5.438,5.528
-137.404976,1249.629250,5.446,5.546
-136.467072,1244.995725,5.455,5.563
-135.5295335,1240.362009,5.464,5.581
-134.5924025,1235.728025,5.472,5.598
-133.6557215,1231.093691,5.481,5.615
-132.719534,1226.458928,5.490,5.633
-131.783881,1221.823657,5.499,5.650
-130.8488065,1217.187797,5.507,5.668
-129.914352,1212.551269,5.516,5.685
-128.9805605,1207.913993,5.525,5.703
-128.047474,1203.275889,5.533,5.720
-127.115136,1198.636878,5.542,5.738
-126.183588,1193.996880,5.551,5.755
-125.2528725,1189.355815,5.585,5.796
-124.323033,1184.713603,5.630,5.847
-123.3941115,1180.070165,5.676,5.898
-122.4661525,1175.425420,5.721,5.949
-121.539518,1170.779118,5.766,6.000
-120.615193,1166.130682,5.811,6.051
-119.694235,1161.479493,5.857,6.102
-118.777701,1156.824936,5.902,6.153
-117.866649,1152.166392,5.947,6.204
-116.962136,1147.503245,5.992,6.255
-116.0652195,1142.834877,6.038,6.306
-115.1769575,1138.160672,6.083,6.357
-114.2984075,1133.480011,6.128,6.408
-113.4306265,1128.792279,6.173,6.459
-112.5746725,1124.096857,6.119,6.452
-111.7316025,1119.393129,5.937,6.370
-110.9024745,1114.680478,5.723,6.223
-110.089205,1109.957782,5.447,5.947
-109.304376,1105.217671,5.256,5.700
-108.567779,1100.448552,5.464,5.593
-107.8993415,1095.638748,5.674,5.492
-107.3091065,1090.782451,5.934,5.609
-106.773108,1085.894026,6.194,5.727
-106.2600655,1080.992179,6.180,5.717
-105.742109,1076.093572,6.034,5.646
-105.212796,1071.202020,5.887,5.575
-104.6739895,1066.316357,5.740,5.504
-104.127572,1061.435407,5.594,5.433
-103.575425,1056.557993,5.447,5.361
-103.0194315,1051.682940,5.301,5.290
-102.4614725,1046.809071,5.154,5.219
-101.9030655,1041.935438,5.073,5.174
-101.3444815,1037.061873,5.062,5.157
-100.7857275,1032.188372,5.050,5.140
-100.2268095,1027.314933,5.039,5.123
-99.667733,1022.441554,5.027,5.107
-99.108505,1017.568233,5.016,5.090
-98.549131,1012.694965,5.004,5.073
-97.9896175,1007.821750,4.993,5.056
-97.429971,1002.948584,4.981,5.039
-96.870197,998.075465,4.970,5.022
-96.3103015,993.202390,4.958,5.005
-95.7502915,988.329357,4.947,4.988
-95.1901725,983.456363,4.935,4.971
-94.6299515,978.583406,4.924,4.954
-94.0696335,973.710482,4.912,4.937
-93.5092255,968.837590,4.901,4.920
-92.9487335,963.964726,4.889,4.906
-92.3881635,959.091889,4.879,4.899
-91.8275215,954.219075,4.868,4.892
-91.266814,949.346282,4.858,4.885
-90.7060475,944.473508,4.847,4.878
-90.1452275,939.600750,4.837,4.871
-89.58436,934.728005,4.826,4.864
-89.023452,929.855270,4.816,4.857
-88.462509,924.982544,4.805,4.850
-87.9015375,920.109824,4.795,4.843
-87.340544,915.237106,4.784,4.836
-86.7795335,910.364389,4.774,4.829
-86.2185135,905.491670,4.763,4.822
-85.657489,900.618946,4.753,4.815
-85.096467,895.746215,4.742,4.808
-84.5354535,890.873474,4.732,4.802
-83.9744545,886.000720,4.721,4.795
-83.413476,881.127952,4.711,4.788
-82.8525245,876.255166,4.700,4.781
-82.291606,871.382359,4.690,4.774
-81.730727,866.509530,4.679,4.767
