# x_m,y_m,w_tr_right_m,w_tr_left_m
-173.559067,455.1821945,4.774,4.829
-172.437027,452.745835,4.763,4.822
-171.314978,450.309473,4.753,4.815
-170.192934,447.8731075,4.742,4.808
-169.070907,445.436737,4.732,4.802
-167.948909,443.00036,4.721,4.795
-166.826952,440.563976,4.711,4.788
-165.705049,438.127583,4.700,4.781
-164.583212,435.6911795,4.690,4.774
-163.461454,433.254765,4.679,4.767
-162.339786,430.818338,4.669,4.760
-161.218222,428.381897,4.658,4.753
-160.096772,425.9454405,4.648,4.746
-158.975451,423.5089675,4.637,4.739
-157.854269,421.072477,4.627,4.732
-156.73324,418.635967,4.616,4.725
-155.612376,416.199437,4.606,4.718
-154.491689,413.762885,4.595,4.711
-153.371191,411.32631,4.585,4.704
-152.250895,408.889711,4.574,4.697
-151.130812,406.4530865,4.564,4.690
-150.010957,404.016435,4.553,4.684
-148.89134,401.5797555,4.543,4.677
